Season,Player,Date,Home/Away,Opp,Win/Loss,FG%,FT,FTA,FT%,TS%,eFG%,DRtg,,
2019-20,Montrezl Harrell,10/22/19,Home,LAL,W,0.636,3,8,0.375,0.585,0.636,108,,
2019-20,Montrezl Harrell,10/24/19,Away,GSW,W,0.889,2,5,0.4,0.804,0.889,119,,
2019-20,Montrezl Harrell,10/26/19,Away,PHO,L,0.9,10,11,0.909,0.943,0.9,123,,
2019-20,Montrezl Harrell,10/28/19,Home,CHO,W,0.667,3,3,1,0.713,0.667,96,,
2019-20,Montrezl Harrell,10/30/19,Away,UTA,L,0.556,0,0,,0.556,0.556,108,,
2019-20,Montrezl Harrell,10/31/19,Home,SAS,W,0.818,6,9,0.667,0.802,0.818,100,,
2019-20,Montrezl Harrell,11/3/19,Home,UTA,W,0.7,5,8,0.625,0.703,0.7,103,,
2019-20,Montrezl Harrell,11/6/19,Home,MIL,L,0.52,8,12,0.667,0.561,0.52,113,,
2019-20,Montrezl Harrell,11/7/19,Home,POR,W,0.636,1,2,0.5,0.631,0.636,92,,
2019-20,Montrezl Harrell,11/11/19,Home,TOR,W,0.467,0,2,0,0.441,0.467,78,,
2019-20,Montrezl Harrell,11/13/19,Away,HOU,L,0.167,0,0,,0.167,0.167,102,,
2019-20,Montrezl Harrell,11/14/19,Away,NOP,L,0.667,2,3,0.667,0.676,0.667,119,,
2019-20,Montrezl Harrell,11/16/19,Home,ATL,W,0.438,3,5,0.6,0.467,0.438,101,,
2019-20,Montrezl Harrell,11/18/19,Home,OKC,W,0.65,2,4,0.5,0.643,0.65,92,,
2019-20,Montrezl Harrell,11/20/19,Home,BOS,W,0.375,0,0,,0.375,0.375,97,,
2019-20,Montrezl Harrell,11/22/19,Home,HOU,W,0.615,2,2,1,0.648,0.615,114,,
2019-20,Montrezl Harrell,11/24/19,Home,NOP,W,0.722,8,10,0.8,0.759,0.722,101,,
2019-20,Montrezl Harrell,11/26/19,Away,DAL,W,0.417,2,2,1,0.466,0.417,100,,
2019-20,Montrezl Harrell,11/27/19,Away,MEM,W,0.588,4,6,0.667,0.611,0.588,115,,
2019-20,Montrezl Harrell,11/29/19,Away,SAS,L,0.5,0,0,,0.5,0.5,109,,
2019-20,Montrezl Harrell,12/1/19,Home,WAS,W,0.6,5,9,0.556,0.607,0.6,102,,
2019-20,Montrezl Harrell,12/3/19,Home,POR,W,0.846,4,12,0.333,0.711,0.846,98,,
2019-20,Montrezl Harrell,12/6/19,Away,MIL,L,0.429,5,7,0.714,0.546,0.429,114,,
2019-20,Montrezl Harrell,12/8/19,Away,WAS,W,0.667,4,7,0.571,0.663,0.667,117,,
2019-20,Montrezl Harrell,12/9/19,Away,IND,W,0.571,2,5,0.4,0.56,0.571,95,,
2019-20,Montrezl Harrell,12/11/19,Away,TOR,W,0.333,4,4,1,0.465,0.333,95,,
2019-20,Montrezl Harrell,12/13/19,Away,MIN,W,0.538,4,5,0.8,0.592,0.538,113,,
2019-20,Montrezl Harrell,12/14/19,Away,CHI,L,0.375,12,14,0.857,0.497,0.375,106,,
2019-20,Montrezl Harrell,12/17/19,Home,PHO,W,0.538,1,1,1,0.558,0.538,96,,
2019-20,Montrezl Harrell,12/19/19,Home,HOU,L,0.75,1,2,0.5,0.738,0.75,120,,
2019-20,Montrezl Harrell,12/21/19,Away,SAS,W,0.5,5,6,0.833,0.563,0.5,106,,
2019-20,Montrezl Harrell,12/22/19,Away,OKC,L,0.471,2,3,0.667,0.491,0.471,119,,
2019-20,Montrezl Harrell,12/25/19,Away,LAL,W,0.667,2,2,1,0.699,0.667,111,,
2019-20,Montrezl Harrell,12/28/19,Home,UTA,L,,,,,,,,,
2019-20,Montrezl Harrell,12/31/19,Away,SAC,W,0.222,3,4,0.75,0.325,0.222,100,,
2019-20,Montrezl Harrell,1/2/20,Home,DET,W,0.529,5,9,0.556,0.549,0.529,109,,
2019-20,Montrezl Harrell,1/4/20,Home,MEM,L,0.688,6,10,0.6,0.686,0.688,131,,
2019-20,Montrezl Harrell,1/5/20,Home,NYK,W,0.619,8,12,0.667,0.647,0.619,127,,
2019-20,Montrezl Harrell,1/10/20,Home,GSW,W,0.556,1,4,0.25,0.511,0.556,96,,
2019-20,Montrezl Harrell,1/12/20,Away,DEN,L,0.692,7,9,0.778,0.737,0.692,113,,
2019-20,Montrezl Harrell,1/14/20,Home,CLE,W,0.455,2,5,0.4,0.455,0.455,98,,
2019-20,Montrezl Harrell,1/16/20,Home,ORL,W,0.6,3,9,0.333,0.554,0.6,96,,
2019-20,Montrezl Harrell,1/18/20,Away,NOP,W,0.818,6,10,0.6,0.779,0.818,128,,
2019-20,Montrezl Harrell,1/21/20,Away,DAL,W,0.385,2,2,1,0.432,0.385,109,,
2019-20,Montrezl Harrell,1/22/20,Away,ATL,L,0.522,6,13,0.462,0.522,0.522,100,,
2019-20,Montrezl Harrell,1/24/20,Away,MIA,W,0.5,1,3,0.333,0.49,0.5,110,,
2019-20,Montrezl Harrell,1/26/20,Away,ORL,W,0.467,5,6,0.833,0.539,0.467,102,,
2019-20,Montrezl Harrell,1/30/20,Home,SAC,L,0.563,3,5,0.6,0.577,0.563,128,,
2019-20,Montrezl Harrell,2/1/20,Home,MIN,W,0.615,0,0,,0.615,0.615,99,,
2019-20,Montrezl Harrell,2/3/20,Home,SAS,W,0.636,0,0,,0.636,0.636,108,,
2019-20,Montrezl Harrell,2/5/20,Home,MIA,W,0.7,0,1,0,0.67,0.7,116,,
2019-20,Montrezl Harrell,2/8/20,Away,MIN,L,0.833,1,1,1,0.854,0.833,138,,
2019-20,Montrezl Harrell,2/9/20,Away,CLE,W,0.8,3,4,0.75,0.808,0.8,90,,
2019-20,Montrezl Harrell,2/11/20,Away,PHI,L,0.5,0,0,,0.5,0.5,114,,
2019-20,Montrezl Harrell,2/13/20,Away,BOS,L,0.583,10,14,0.714,0.661,0.583,108,,
2019-20,Montrezl Harrell,2/22/20,Home,SAC,L,0.556,6,8,0.75,0.639,0.556,103,,
2019-20,Montrezl Harrell,2/24/20,Home,MEM,W,0.818,4,5,0.8,0.833,0.818,97,,
2019-20,Montrezl Harrell,2/26/20,Away,PHO,W,0.571,0,0,,0.571,0.571,98,,
2019-20,Montrezl Harrell,2/28/20,Home,DEN,W,0.583,4,4,1,0.654,0.583,99,,
2019-20,Montrezl Harrell,3/1/20,Home,PHI,W,0.583,10,13,0.769,0.677,0.583,127,,
2019-20,Montrezl Harrell,3/3/20,Away,OKC,W,0.625,6,8,0.75,0.694,0.625,104,,
2019-20,Montrezl Harrell,3/5/20,Away,HOU,W,0.556,9,10,0.9,0.709,0.556,90,,
2019-20,Montrezl Harrell,3/8/20,Home,LAL,L,0.7,6,11,0.545,0.674,0.7,113,,
2019-20,Montrezl Harrell,3/10/20,Away,GSW,W,0.5,2,2,1,0.543,0.5,116,,
2019-20,Montrezl Harrell,7/30/20,Away,LAL,L,,,,,,,,,
2019-20,Montrezl Harrell,8/1/20,Home,NOP,W,,,,,,,,,
2019-20,Montrezl Harrell,8/4/20,Home,PHO,L,,,,,,,,,
2019-20,Montrezl Harrell,8/6/20,Away,DAL,W,,,,,,,,,
2019-20,Montrezl Harrell,8/8/20,Away,POR,W,,,,,,,,,
2019-20,Montrezl Harrell,8/9/20,Home,BRK,L,,,,,,,,,
2019-20,Montrezl Harrell,8/12/20,Away,DEN,W,,,,,,,,,
2019-20,Montrezl Harrell,8/14/20,Home,OKC,W,,,,,,,,,
2019-20,Montrezl Harrell,8/17/20,Home,DAL,W,0.4,2,4,0.5,0.444,0.4,113,,
2019-20,Montrezl Harrell,8/19/20,Home,DAL,L,0.75,4,10,0.4,0.595,0.75,125,,
2019-20,Montrezl Harrell,8/21/20,Away,DAL,W,0.8,5,8,0.625,0.763,0.8,126,,
2019-20,Montrezl Harrell,8/23/20,Away,DAL,L,0.5,0,0,,0.5,0.5,118,,
2019-20,Montrezl Harrell,8/25/20,Home,DAL,W,0.636,4,5,0.8,0.72,0.682,103,,
2019-20,Montrezl Harrell,8/30/20,Away,DAL,W,0.5,0,0,,0.5,0.5,101,,
2019-20,Montrezl Harrell,9/3/20,Home,DEN,W,0.455,5,6,0.833,0.55,0.455,99,,
2019-20,Montrezl Harrell,9/5/20,Home,DEN,L,0.5,4,8,0.5,0.525,0.5,110,,
2019-20,Montrezl Harrell,9/7/20,Away,DEN,W,0.667,7,10,0.7,0.743,0.667,103,,
2019-20,Montrezl Harrell,9/9/20,Away,DEN,W,0.6,3,5,0.6,0.615,0.6,105,,
2019-20,Montrezl Harrell,9/11/20,Home,DEN,L,0.429,0,1,0,0.403,0.429,119,,
2019-20,Montrezl Harrell,9/13/20,Away,DEN,L,0.5,1,2,0.5,0.512,0.5,128,,
2019-20,Montrezl Harrell,9/15/20,Home,DEN,L,0.7,6,9,0.667,0.716,0.7,120,,
2018-19,Montrezl Harrell,10/17/18,Home,DEN,L,0.25,2,2,1,0.338,0.25,102,,
2018-19,Montrezl Harrell,10/19/18,Home,OKC,W,0,3,4,0.75,0.543,0,82,,
2018-19,Montrezl Harrell,10/21/18,Home,HOU,W,0.8,1,1,1,0.814,0.8,101,,
2018-19,Montrezl Harrell,10/23/18,Away,NOP,L,0.833,2,2,1,0.872,0.833,100,,
2018-19,Montrezl Harrell,10/26/18,Away,HOU,W,0.615,14,15,0.933,0.765,0.615,101,,
2018-19,Montrezl Harrell,10/28/18,Home,WAS,W,0.857,1,4,0.25,0.742,0.857,92,,
2018-19,Montrezl Harrell,10/30/18,Away,OKC,L,0.6,4,9,0.444,0.558,0.6,116,,
2018-19,Montrezl Harrell,11/1/18,Away,PHI,L,0.6,1,2,0.5,0.595,0.6,111,,
2018-19,Montrezl Harrell,11/2/18,Away,ORL,W,0.5,2,4,0.5,0.512,0.5,86,,
2018-19,Montrezl Harrell,11/5/18,Home,MIN,W,0.857,1,2,0.5,0.825,0.857,107,,
2018-19,Montrezl Harrell,11/8/18,Away,POR,L,0.889,3,5,0.6,0.848,0.889,113,,
2018-19,Montrezl Harrell,11/10/18,Home,MIL,W,0.75,8,11,0.727,0.772,0.75,113,,
2018-19,Montrezl Harrell,11/12/18,Home,GSW,W,0.769,3,5,0.6,0.757,0.769,98,,
2018-19,Montrezl Harrell,11/15/18,Home,SAS,W,0.5,6,9,0.667,0.585,0.5,108,,
2018-19,Montrezl Harrell,11/17/18,Away,BRK,W,0.7,2,4,0.5,0.68,0.7,118,,
2018-19,Montrezl Harrell,11/19/18,Away,ATL,W,0.5,15,18,0.833,0.698,0.5,97,,
2018-19,Montrezl Harrell,11/20/18,Away,WAS,L,0.692,2,2,1,0.72,0.692,123,,
2018-19,Montrezl Harrell,11/23/18,Home,MEM,W,0.5,8,10,0.8,0.598,0.5,94,,
2018-19,Montrezl Harrell,11/25/18,Away,POR,W,0.455,4,12,0.333,0.43,0.455,100,,
2018-19,Montrezl Harrell,11/28/18,Home,PHO,W,0.643,0,3,0,0.587,0.643,95,,
2018-19,Montrezl Harrell,11/29/18,Away,SAC,W,0.8,8,12,0.667,0.785,0.8,124,,
2018-19,Montrezl Harrell,12/2/18,Away,DAL,L,0.733,1,6,0.167,0.652,0.733,104,,
2018-19,Montrezl Harrell,12/3/18,Away,NOP,W,0.556,4,9,0.444,0.54,0.556,132,,
2018-19,Montrezl Harrell,12/5/18,Away,MEM,L,0.5,0,0,,0.5,0.5,103,,
2018-19,Montrezl Harrell,12/8/18,Home,MIA,L,0.5,2,5,0.4,0.49,0.5,115,,
2018-19,Montrezl Harrell,12/10/18,Away,PHO,W,0.571,1,5,0.2,0.489,0.571,120,,
2018-19,Montrezl Harrell,12/11/18,Home,TOR,L,0.6,0,0,,0.6,0.6,122,,
2018-19,Montrezl Harrell,12/13/18,Away,SAS,L,0.5,0,2,0,0.436,0.5,126,,
2018-19,Montrezl Harrell,12/15/18,Away,OKC,L,0.571,4,7,0.571,0.615,0.607,110,,
2018-19,Montrezl Harrell,12/17/18,Home,POR,L,0.5,7,8,0.875,0.651,0.5,129,,
2018-19,Montrezl Harrell,12/20/18,Home,DAL,W,0.692,0,1,0,0.67,0.692,127,,
2018-19,Montrezl Harrell,12/22/18,Home,DEN,W,0.818,2,3,0.667,0.812,0.818,106,,
2018-19,Montrezl Harrell,12/23/18,Away,GSW,L,0.545,1,3,0.333,0.528,0.545,131,,
2018-19,Montrezl Harrell,12/26/18,Home,SAC,W,0.667,6,7,0.857,0.729,0.667,100,,
2018-19,Montrezl Harrell,12/28/18,Away,LAL,W,0.667,0,0,,0.667,0.667,94,,
2018-19,Montrezl Harrell,12/29/18,Home,SAS,L,0.615,5,8,0.625,0.636,0.615,106,,
2018-19,Montrezl Harrell,1/1/19,Home,PHI,L,0.643,2,5,0.4,0.617,0.643,111,,
2018-19,Montrezl Harrell,1/4/19,Away,PHO,W,0.462,3,4,0.75,0.508,0.462,113,,
2018-19,Montrezl Harrell,1/6/19,Home,ORL,W,0.429,3,5,0.6,0.489,0.429,88,,
2018-19,Montrezl Harrell,1/8/19,Home,CHO,W,0.692,5,7,0.714,0.715,0.692,102,,
2018-19,Montrezl Harrell,1/10/19,Away,DEN,L,0.778,2,2,1,0.81,0.778,123,,
2018-19,Montrezl Harrell,1/12/19,Home,DET,L,0.571,5,6,0.833,0.631,0.571,108,,
2018-19,Montrezl Harrell,1/14/19,Home,NOP,L,0.625,6,9,0.667,0.651,0.625,117,,
2018-19,Montrezl Harrell,1/16/19,Home,UTA,L,0.455,1,2,0.5,0.463,0.455,112,,
2018-19,Montrezl Harrell,1/18/19,Home,GSW,L,0.333,0,0,,0.333,0.333,102,,
2018-19,Montrezl Harrell,1/20/19,Away,SAS,W,0.538,4,4,1,0.61,0.538,98,,
2018-19,Montrezl Harrell,1/22/19,Away,DAL,L,0.571,3,4,0.75,0.628,0.571,115,,
2018-19,Montrezl Harrell,1/23/19,Away,MIA,W,0.857,4,8,0.5,0.76,0.857,107,,
2018-19,Montrezl Harrell,1/25/19,Away,CHI,W,0.455,1,2,0.5,0.463,0.455,104,,
2018-19,Montrezl Harrell,1/27/19,Home,SAC,W,0.846,3,4,0.75,0.847,0.846,114,,
2018-19,Montrezl Harrell,1/28/19,Home,ATL,L,0.6,0,0,,0.6,0.6,121,,
2018-19,Montrezl Harrell,1/31/19,Home,LAL,L,0.636,1,5,0.2,0.568,0.636,104,,
2018-19,Montrezl Harrell,2/2/19,Away,DET,W,0.615,0,5,0,0.526,0.615,104,,
2018-19,Montrezl Harrell,2/3/19,Away,TOR,L,0.625,0,0,,0.625,0.625,116,,
2018-19,Montrezl Harrell,2/5/19,Away,CHO,W,0.538,2,2,1,0.576,0.538,113,,
2018-19,Montrezl Harrell,2/7/19,Away,IND,L,0.692,1,2,0.5,0.684,0.692,112,,
2018-19,Montrezl Harrell,2/9/19,Away,BOS,W,0.615,5,6,0.833,0.671,0.615,102,,
2018-19,Montrezl Harrell,2/11/19,Away,MIN,L,0.7,4,7,0.571,0.688,0.7,123,,
2018-19,Montrezl Harrell,2/13/19,Home,PHO,W,0.533,3,5,0.6,0.552,0.533,106,,
2018-19,Montrezl Harrell,2/22/19,Away,MEM,W,0.786,8,10,0.8,0.815,0.786,109,,
2018-19,Montrezl Harrell,2/24/19,Away,DEN,L,0.429,2,2,1,0.508,0.429,106,,
2018-19,Montrezl Harrell,2/25/19,Home,DAL,W,0.824,4,5,0.8,0.833,0.824,116,,
2018-19,Montrezl Harrell,2/27/19,Away,UTA,L,0.7,2,2,1,0.735,0.7,105,,
2018-19,Montrezl Harrell,3/1/19,Away,SAC,W,0.385,5,6,0.833,0.48,0.385,106,,
2018-19,Montrezl Harrell,3/3/19,Home,NYK,W,0.6,0,2,0,0.567,0.6,96,,
2018-19,Montrezl Harrell,3/4/19,Away,LAL,W,0.467,0,2,0,0.441,0.467,106,,
2018-19,Montrezl Harrell,3/8/19,Home,OKC,W,0.429,2,4,0.5,0.457,0.429,106,,
2018-19,Montrezl Harrell,3/11/19,Home,BOS,W,0.667,4,5,0.8,0.704,0.667,109,,
2018-19,Montrezl Harrell,3/12/19,Home,POR,L,0.533,5,8,0.625,0.594,0.567,132,,
2018-19,Montrezl Harrell,3/15/19,Home,CHI,W,0.5,8,8,1,0.604,0.5,113,,
2018-19,Montrezl Harrell,3/17/19,Home,BRK,W,0.471,4,6,0.667,0.509,0.471,103,,
2018-19,Montrezl Harrell,3/19/19,Home,IND,W,0.667,4,8,0.5,0.644,0.667,103,,
2018-19,Montrezl Harrell,3/22/19,Away,CLE,W,0.625,4,5,0.8,0.686,0.625,101,,
2018-19,Montrezl Harrell,3/24/19,Away,NYK,W,0.667,8,9,0.889,0.752,0.667,123,,
2018-19,Montrezl Harrell,3/26/19,Away,MIN,W,0.818,0,0,,0.818,0.818,103,,
2018-19,Montrezl Harrell,3/28/19,Away,MIL,L,0.5,1,4,0.25,0.472,0.5,129,,
2018-19,Montrezl Harrell,3/30/19,Home,CLE,W,0.769,2,3,0.667,0.803,0.808,108,,
2018-19,Montrezl Harrell,3/31/19,Home,MEM,W,0.556,10,11,0.909,0.723,0.556,98,,
2018-19,Montrezl Harrell,4/3/19,Home,HOU,L,0.6,1,2,0.5,0.597,0.6,122,,
2018-19,Montrezl Harrell,4/5/19,Home,LAL,L,0.444,6,8,0.75,0.559,0.444,117,,
2018-19,Montrezl Harrell,4/7/19,Away,GSW,L,0.455,1,4,0.25,0.431,0.455,128,,
2018-19,Montrezl Harrell,4/10/19,Home,UTA,W,0.769,4,6,0.667,0.767,0.769,117,,
2018-19,Montrezl Harrell,4/13/19,Away,GSW,L,0.733,4,8,0.5,0.702,0.733,108,,
2018-19,Montrezl Harrell,4/15/19,Away,GSW,W,1,7,9,0.778,0.965,1,125,,
2018-19,Montrezl Harrell,4/18/19,Home,GSW,L,0.6,3,5,0.6,0.615,0.6,135,,
2018-19,Montrezl Harrell,4/21/19,Home,GSW,L,0.625,0,0,,0.625,0.625,121,,
2018-19,Montrezl Harrell,4/24/19,Away,GSW,W,0.786,2,2,1,0.806,0.786,128,,
2018-19,Montrezl Harrell,4/26/19,Home,GSW,L,0.571,2,2,1,0.635,0.571,124,,
2019-20,Myles Turner,10/23/19,Home,DET,L,0.6,3,3,1,0.766,0.733,112,,
2019-20,Myles Turner,10/26/19,Away,CLE,L,0.333,3,4,0.75,0.511,0.444,110,,
2019-20,Myles Turner,10/28/19,Away,DET,L,0.636,1,2,0.5,0.673,0.682,112,,
2019-20,Myles Turner,10/30/19,Away,BRK,W,0.6,0,0,,0.7,0.7,112,,
2019-20,Myles Turner,11/1/19,Home,CLE,W,,,,,,,,,
2019-20,Myles Turner,11/3/19,Home,CHI,W,,,,,,,,,
2019-20,Myles Turner,11/5/19,Away,CHO,L,,,,,,,,,
2019-20,Myles Turner,11/6/19,Home,WAS,W,,,,,,,,,
2019-20,Myles Turner,11/8/19,Home,DET,W,,,,,,,,,
2019-20,Myles Turner,11/10/19,Away,ORL,W,,,,,,,,,
2019-20,Myles Turner,11/12/19,Home,OKC,W,,,,,,,,,
2019-20,Myles Turner,11/15/19,Away,HOU,L,,,,,,,,,
2019-20,Myles Turner,11/16/19,Home,MIL,L,0.429,1,1,1,0.554,0.536,93,,
2019-20,Myles Turner,11/18/19,Away,BRK,W,0.364,0,1,0,0.393,0.409,84,,
2019-20,Myles Turner,11/23/19,Home,ORL,W,0.444,0,0,,0.556,0.556,102,,
2019-20,Myles Turner,11/25/19,Home,MEM,W,0.6,0,0,,0.7,0.7,107,,
2019-20,Myles Turner,11/27/19,Home,UTA,W,0.5,0,0,,0.667,0.667,102,,
2019-20,Myles Turner,11/29/19,Home,ATL,W,0.357,5,8,0.625,0.485,0.429,98,,
2019-20,Myles Turner,11/30/19,Away,PHI,L,0.125,1,2,0.5,0.169,0.125,117,,
2019-20,Myles Turner,12/2/19,Away,MEM,W,0.455,6,7,0.857,0.604,0.5,103,,
2019-20,Myles Turner,12/4/19,Away,OKC,W,0.571,3,3,1,0.721,0.643,117,,
2019-20,Myles Turner,12/6/19,Away,DET,L,0.125,2,3,0.667,0.215,0.125,108,,
2019-20,Myles Turner,12/7/19,Away,NYK,W,0.375,0,0,,0.438,0.438,95,,
2019-20,Myles Turner,12/9/19,Home,LAC,L,0.222,0,0,,0.278,0.278,109,,
2019-20,Myles Turner,12/11/19,Home,BOS,W,0.4,2,2,1,0.506,0.45,116,,
2019-20,Myles Turner,12/13/19,Away,ATL,W,0.5,1,2,0.5,0.506,0.5,98,,
2019-20,Myles Turner,12/15/19,Home,CHO,W,0.429,0,2,0,0.47,0.5,76,,
2019-20,Myles Turner,12/17/19,Home,LAL,W,0.556,3,4,0.75,0.743,0.722,103,,
2019-20,Myles Turner,12/20/19,Home,SAC,W,0.556,6,6,1,0.73,0.611,111,,
2019-20,Myles Turner,12/22/19,Away,MIL,L,0.5,1,2,0.5,0.619,0.625,110,,
2019-20,Myles Turner,12/23/19,Home,TOR,W,0.75,1,2,0.5,0.932,0.958,111,,
2019-20,Myles Turner,12/27/19,Away,MIA,L,0.556,0,0,,0.722,0.722,120,,
2019-20,Myles Turner,12/28/19,Away,NOP,L,0.333,3,4,0.75,0.418,0.333,123,,
2019-20,Myles Turner,12/31/19,Home,PHI,W,0.5,1,2,0.5,0.643,0.65,101,,
2019-20,Myles Turner,1/2/20,Home,DEN,L,0.538,6,8,0.75,0.636,0.577,136,,
2019-20,Myles Turner,1/4/20,Away,ATL,L,0.25,9,11,0.818,0.545,0.313,120,,
2019-20,Myles Turner,1/6/20,Away,CHO,W,0.462,1,2,0.5,0.54,0.538,112,,
2019-20,Myles Turner,1/8/20,Home,MIA,L,0.333,2,3,0.667,0.436,0.389,116,,
2019-20,Myles Turner,1/10/20,Away,CHI,W,0.556,6,6,1,0.654,0.583,106,,
2019-20,Myles Turner,1/13/20,Home,PHI,W,0.4,5,6,0.833,0.554,0.45,98,,
2019-20,Myles Turner,1/15/20,Away,MIN,W,0.375,0,0,,0.438,0.438,100,,
2019-20,Myles Turner,1/17/20,Home,MIN,W,0.333,6,8,0.75,0.613,0.333,103,,
2019-20,Myles Turner,1/19/20,Away,DEN,W,0.2,0,0,,0.3,0.3,110,,
2019-20,Myles Turner,1/20/20,Away,UTA,L,0.5,1,2,0.5,0.551,0.55,104,,
2019-20,Myles Turner,1/22/20,Away,PHO,W,0.444,0,1,0,0.477,0.5,82,,
2019-20,Myles Turner,1/24/20,Away,GSW,W,0.286,2,2,1,0.381,0.286,118,,
2019-20,Myles Turner,1/26/20,Away,POR,L,,,,,,,,,
2019-20,Myles Turner,1/29/20,Home,CHI,W,,,,,,,,,
2019-20,Myles Turner,2/1/20,Home,NYK,L,0.8,0,0,,1.2,1.2,100,,
2019-20,Myles Turner,2/3/20,Home,DAL,L,0.5,2,2,1,0.619,0.563,117,,
2019-20,Myles Turner,2/5/20,Away,TOR,L,0.5,0,0,,0.5,0.5,114,,
2019-20,Myles Turner,2/7/20,Home,TOR,L,0.25,3,3,1,0.429,0.313,112,,
2019-20,Myles Turner,2/8/20,Home,NOP,L,0.5,5,6,0.833,0.753,0.625,112,,
2019-20,Myles Turner,2/10/20,Home,BRK,L,0.5,3,3,1,0.663,0.6,110,,
2019-20,Myles Turner,2/12/20,Home,MIL,W,0.462,0,0,,0.538,0.538,104,,
2019-20,Myles Turner,2/21/20,Away,NYK,W,0.429,1,2,0.5,0.508,0.5,96,,
2019-20,Myles Turner,2/23/20,Away,TOR,L,0.3,1,1,1,0.335,0.3,114,,
2019-20,Myles Turner,2/25/20,Home,CHO,W,0.222,0,0,,0.333,0.333,62,,
2019-20,Myles Turner,2/27/20,Home,POR,W,0.429,0,2,0,0.47,0.5,104,,
2019-20,Myles Turner,2/29/20,Away,CLE,W,0.444,0,0,,0.556,0.556,104,,
2019-20,Myles Turner,3/2/20,Away,SAS,W,0.6,4,4,1,0.723,0.65,107,,
2019-20,Myles Turner,3/4/20,Away,MIL,L,0.333,0,0,,0.389,0.389,114,,
2019-20,Myles Turner,3/6/20,Away,CHI,W,0.417,5,6,0.833,0.512,0.417,102,,
2019-20,Myles Turner,3/8/20,Away,DAL,W,0.667,2,4,0.5,0.743,0.778,96,,
2019-20,Myles Turner,3/10/20,Home,BOS,L,0.636,1,2,0.5,0.673,0.682,111,,
2019-20,Myles Turner,8/1/20,Home,PHI,W,0.8,0,0,,0.9,0.9,124,,
2019-20,Myles Turner,8/3/20,Away,WAS,W,0.538,1,1,1,0.632,0.615,101,,
2019-20,Myles Turner,8/4/20,Home,ORL,W,0.636,3,4,0.75,0.823,0.818,113,,
2019-20,Myles Turner,8/6/20,Away,PHO,L,0.583,2,2,1,0.66,0.625,108,,
2019-20,Myles Turner,8/8/20,Home,LAL,W,0.25,3,4,0.75,0.359,0.25,111,,
2019-20,Myles Turner,8/10/20,Away,MIA,L,0.429,2,4,0.5,0.514,0.5,104,,
2019-20,Myles Turner,8/12/20,Away,HOU,W,0.357,8,10,0.8,0.489,0.357,97,,
2019-20,Myles Turner,8/14/20,Home,MIA,W,,,,,,,,,
2019-20,Myles Turner,8/18/20,Home,MIA,L,0.364,1,2,0.5,0.379,0.364,120,,
2019-20,Myles Turner,8/20/20,Home,MIA,L,0.875,0,0,,1.063,1.063,103,,
2019-20,Myles Turner,8/22/20,Away,MIA,L,0.556,4,8,0.5,0.599,0.611,119,,
2019-20,Myles Turner,8/24/20,Away,MIA,L,0.563,2,6,0.333,0.59,0.625,100,,
2018-19,Myles Turner,10/17/18,Home,MEM,W,0.5,0,0,,0.5,0.5,76,,
2018-19,Myles Turner,10/19/18,Away,MIL,L,0.417,1,1,1,0.442,0.417,117,,
2018-19,Myles Turner,10/20/18,Home,BRK,W,0.571,5,6,0.833,0.726,0.643,107,,
2018-19,Myles Turner,10/22/18,Away,MIN,L,0.462,3,3,1,0.559,0.5,103,,
2018-19,Myles Turner,10/24/18,Away,SAS,W,0.625,0,0,,0.625,0.625,102,,
2018-19,Myles Turner,10/27/18,Away,CLE,W,0.7,1,1,1,0.718,0.7,125,,
2018-19,Myles Turner,10/29/18,Home,POR,L,0.417,0,4,0,0.363,0.417,103,,
2018-19,Myles Turner,10/31/18,Away,NYK,W,0.4,0,0,,0.4,0.4,113,,
2018-19,Myles Turner,11/2/18,Away,CHI,W,0.7,4,4,1,0.765,0.7,106,,
2018-19,Myles Turner,11/3/18,Home,BOS,W,0.571,4,4,1,0.685,0.571,108,,
2018-19,Myles Turner,11/5/18,Home,HOU,L,0.286,3,4,0.75,0.4,0.286,96,,
2018-19,Myles Turner,11/7/18,Home,PHI,L,0.25,3,4,0.75,0.359,0.25,100,,
2018-19,Myles Turner,11/9/18,Away,MIA,W,0.444,0,0,,0.444,0.444,96,,
2018-19,Myles Turner,11/11/18,Away,HOU,L,0.429,3,3,1,0.541,0.429,121,,
2018-19,Myles Turner,11/16/18,Home,MIA,W,0.364,3,4,0.75,0.47,0.409,85,,
2018-19,Myles Turner,11/17/18,Home,ATL,W,0.364,0,2,0,0.421,0.455,78,,
2018-19,Myles Turner,11/19/18,Home,UTA,W,0.417,1,2,0.5,0.466,0.458,90,,
2018-19,Myles Turner,11/21/18,Away,CHO,L,0.444,2,2,1,0.506,0.444,128,,
2018-19,Myles Turner,11/23/18,Home,SAS,L,,,,,,,,,
2018-19,Myles Turner,11/26/18,Away,UTA,W,0.875,2,3,0.667,0.858,0.875,84,,
2018-19,Myles Turner,11/27/18,Away,PHO,W,0.6,3,4,0.75,0.68,0.65,97,,
2018-19,Myles Turner,11/29/18,Away,LAL,L,0.333,0,0,,0.333,0.333,107,,
2018-19,Myles Turner,12/1/18,Away,SAC,L,0.6,2,3,0.667,0.618,0.6,99,,
2018-19,Myles Turner,12/4/18,Home,CHI,W,0.471,2,4,0.5,0.48,0.471,84,,
