Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
Steven Souza Jr.,31,61,MLB-NL,Chicago,11,31,27,3,4,2,0,1,5,4,0,15,0,0,0,0,1,0,0.14800000000000002,0.258,0.33299999999999996,0.591
George Springer,30,39,MLB-AL,Houston,51,222,189,37,50,6,2,14,32,24,0,38,5,0,2,3,1,2,0.265,0.359,0.54,0.899
Jacob Stallings,30,40,MLB-NL,Pittsburgh,42,143,125,13,31,7,0,3,18,15,0,40,0,2,1,2,0,0,0.248,0.326,0.376,0.7020000000000001
Giancarlo Stanton,30,40,MLB-AL,New York,23,94,76,12,19,7,0,4,11,15,1,27,2,0,0,4,1,0,0.25,0.387,0.5,0.887
Bubba Starling,27,44,MLB-AL,Kansas City,35,64,59,5,10,1,0,1,5,4,0,27,0,0,1,0,0,0,0.16899999999999998,0.21899999999999997,0.237,0.456
Max Stassi,29,40,MLB-AL,Los Angeles,31,105,90,12,25,2,0,7,20,11,0,21,1,0,3,5,0,0,0.278,0.35200000000000004,0.5329999999999999,0.8859999999999999
Tyler Stephenson,23,44,MLB-NL,Cincinnati,8,20,17,4,5,0,0,2,6,2,0,9,1,0,0,0,0,0,0.294,0.4,0.647,1.047
Andrew Stevenson,26,39,MLB-NL,Washington,15,47,41,11,15,7,1,2,12,5,0,11,1,0,0,0,2,0,0.366,0.447,0.732,1.179
Christin Stewart,26,39,MLB-AL,Detroit,36,99,90,6,15,3,0,3,9,5,0,30,2,0,1,2,0,0,0.16699999999999998,0.22399999999999998,0.3,0.524
DJ Stewart,26,39,MLB-AL,Baltimore,31,112,88,13,17,2,0,7,15,20,0,38,2,2,0,0,0,0,0.193,0.355,0.455,0.809
Trevor Story,27,39,MLB-NL,Colorado,59,259,235,41,68,13,4,11,28,24,1,63,0,0,0,5,15,3,0.289,0.355,0.519,0.8740000000000001
Dee Strange-Gordon,32,40,MLB-AL,Seattle,33,82,75,12,15,1,0,0,3,5,0,13,2,0,0,1,3,2,0.2,0.268,0.213,0.48200000000000004
Myles Straw,25,39,MLB-AL,Houston,33,86,82,8,17,4,0,0,8,4,0,22,0,0,0,0,6,2,0.207,0.244,0.256,0.5
Garrett Stubbs,27,61,MLB-AL,Houston,14,10,8,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0.125,0.111,0.125,0.23600000000000002
Eugenio Suarez,28,39,MLB-NL,Cincinnati,57,231,198,29,40,8,0,15,38,30,1,67,2,0,1,5,2,0,0.20199999999999999,0.312,0.47,0.7809999999999999
Andrew Susac,30,39,MLB-NL,Pittsburgh,1,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5
Kurt Suzuki,36,40,MLB-NL,Washington,33,129,111,15,30,8,0,2,17,11,0,19,4,0,3,4,1,0,0.27,0.349,0.396,0.745
Dansby Swanson,26,39,MLB-NL,Atlanta,60,264,237,49,65,15,0,10,35,22,0,71,4,0,1,0,5,0,0.27399999999999997,0.345,0.46399999999999997,0.809
Raimel Tapia,26,39,MLB-NL,Colorado,51,206,184,26,59,8,2,1,17,14,0,38,2,1,3,3,8,2,0.321,0.369,0.402,0.772
Fernando Tatis Jr.,21,39,MLB-NL,San Diego,59,257,224,50,62,11,2,17,45,27,1,61,5,0,1,6,11,3,0.27699999999999997,0.366,0.5710000000000001,0.937
Mike Tauchman,29,41,MLB-AL,New York,43,111,95,18,23,6,0,0,14,14,3,26,1,0,1,3,6,0,0.242,0.342,0.305,0.648
Leody Taveras,21,39,MLB-AL,Texas,33,134,119,20,27,6,1,4,6,14,0,43,0,1,0,0,8,0,0.22699999999999998,0.308,0.395,0.703
Beau Taylor,30,74,MLB-AL,Cleveland,7,24,21,1,1,0,0,0,2,2,0,9,0,1,0,0,0,0,0.048,0.13,0.048,0.17800000000000002
Chris Taylor,29,39,MLB-NL,Los Angeles,56,214,185,30,50,10,2,8,32,26,0,55,2,1,0,3,3,2,0.27,0.366,0.47600000000000003,0.8420000000000001
Michael A. Taylor,29,39,MLB-NL,Washington,38,99,92,11,18,6,0,5,16,6,0,27,1,0,0,2,0,0,0.196,0.253,0.424,0.6759999999999999
Tyrone Taylor,26,39,MLB-NL,Milwaukee,22,41,38,6,9,4,0,2,6,2,0,8,1,0,0,1,0,0,0.237,0.293,0.5,0.7929999999999999
Anderson Tejeda,22,39,MLB-AL,Texas,23,77,75,7,19,4,1,3,8,2,0,30,0,0,0,2,4,1,0.253,0.273,0.45299999999999996,0.726
Rowdy Tellez,25,58,MLB-AL,Toronto,35,127,113,20,32,5,0,8,23,11,1,20,1,0,2,1,0,1,0.28300000000000003,0.34600000000000003,0.54,0.8859999999999999
Matt Thaiss,25,56,MLB-AL,Los Angeles,8,25,21,3,3,0,0,1,1,4,0,8,0,0,0,1,0,0,0.14300000000000002,0.28,0.28600000000000003,0.5660000000000001
Eric Thames,33,42,MLB-NL,Washington,41,140,123,10,25,5,0,3,12,14,1,42,3,0,0,2,1,0,0.203,0.3,0.317,0.617
Lane Thomas,24,51,MLB-NL,St. Louis,18,40,36,5,4,2,0,1,2,4,0,13,0,0,0,1,0,0,0.111,0.2,0.25,0.45
Abraham Toro,23,39,MLB-AL,Houston,33,97,87,13,13,2,0,3,9,3,0,23,7,0,0,1,1,1,0.149,0.237,0.276,0.513
Luis Torrens,24,40,"MLB-AL,MLB-NL","Seattle,San Diego",25,78,70,5,18,5,0,1,6,7,0,15,0,1,0,1,0,0,0.257,0.325,0.371,0.696
Gleyber Torres,23,39,MLB-AL,New York,42,160,136,17,33,8,0,3,16,22,0,28,2,0,0,5,1,0,0.243,0.35600000000000004,0.368,0.7240000000000001
Ronald Torreyes,27,53,MLB-NL,Philadelphia,4,7,7,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.429
Jose Trevino,27,57,MLB-AL,Texas,24,82,75,10,19,8,0,2,9,3,0,14,1,1,2,1,0,0,0.253,0.284,0.44,0.7240000000000001
Chadwick Tromp,25,45,MLB-NL,San Francisco,24,64,61,11,13,1,0,4,10,1,0,20,0,0,2,3,0,0,0.213,0.21899999999999997,0.426,0.645
Mike Trout,28,41,MLB-AL,Los Angeles,53,241,199,41,56,9,2,17,46,35,4,56,3,0,4,1,1,1,0.281,0.39,0.603,0.993
Yoshi Tsutsugo,28,39,MLB-AL,Tampa Bay,51,185,157,27,31,5,1,8,24,26,1,50,1,0,1,5,0,0,0.19699999999999998,0.314,0.395,0.708
Cole Tucker,23,50,MLB-NL,Pittsburgh,37,116,109,17,24,3,0,1,8,5,0,31,0,1,1,3,1,0,0.22,0.252,0.275,0.527
Kyle Tucker,23,39,MLB-AL,Houston,58,228,209,33,56,12,6,9,42,18,2,46,0,0,1,2,8,1,0.268,0.325,0.512,0.8370000000000001
Justin Turner,35,39,MLB-NL,Los Angeles,42,175,150,26,46,9,1,4,23,18,0,26,6,0,1,2,1,0,0.307,0.4,0.46,0.86
Trea Turner,27,39,MLB-NL,Washington,59,259,233,46,78,15,4,12,41,22,0,36,2,0,2,5,12,4,0.335,0.39399999999999996,0.588,0.982
Justin Upton,32,39,MLB-AL,Los Angeles,42,166,147,20,30,5,0,9,22,11,0,43,7,0,1,6,0,1,0.204,0.289,0.42200000000000004,0.711
Luis Urias,23,39,MLB-NL,Milwaukee,41,120,109,11,26,4,1,0,11,10,0,32,1,0,0,4,2,2,0.239,0.308,0.294,0.602
Ramon Urias,26,40,MLB-AL,Baltimore,10,27,25,3,9,2,0,1,3,2,0,6,0,0,0,1,0,0,0.36,0.40700000000000003,0.56,0.9670000000000001
Gio Urshela,28,39,MLB-AL,New York,43,174,151,24,45,11,0,6,30,18,0,25,1,0,4,6,1,0,0.298,0.368,0.49,0.858
Pat Valaika,27,39,MLB-AL,Baltimore,51,150,141,24,39,4,0,8,16,8,0,34,0,1,0,3,0,1,0.27699999999999997,0.315,0.475,0.7909999999999999
Josh VanMeter,25,39,MLB-NL,"Arizona,Cincinnati",26,79,70,9,9,3,0,2,6,7,0,24,2,0,0,0,1,0,0.129,0.228,0.257,0.485
Ildemaro Vargas,28,47,"MLB-NL,MLB-AL","Chicago,Minnesota,Arizona",24,54,51,6,10,1,1,1,3,2,0,10,0,0,1,2,0,0,0.196,0.222,0.314,0.536
Daulton Varsho,23,39,MLB-NL,Arizona,37,115,101,16,19,5,2,3,9,12,0,33,2,0,0,1,3,1,0.188,0.287,0.366,0.653
Christian Vazquez,29,40,MLB-AL,Boston,47,189,173,22,49,9,0,7,23,16,0,43,0,0,0,6,4,2,0.28300000000000003,0.344,0.457,0.8009999999999999
Andrew Velazquez,25,48,MLB-AL,Baltimore,40,77,63,11,10,1,1,0,3,10,0,23,0,4,0,2,4,2,0.159,0.27399999999999997,0.20600000000000002,0.48
Alex Verdugo,24,40,MLB-AL,Boston,53,221,201,36,62,16,0,6,15,17,1,45,2,0,1,4,4,0,0.308,0.36700000000000005,0.478,0.8440000000000001
Jonathan Villar,29,39,"MLB-NL,MLB-AL","Miami,Toronto",52,207,185,13,43,5,0,2,15,19,1,54,0,1,2,2,16,5,0.23199999999999998,0.301,0.292,0.593
Meibrys Viloria,23,61,MLB-AL,Kansas City,15,24,21,1,4,1,0,0,0,2,0,9,1,0,0,0,0,0,0.19,0.292,0.23800000000000002,0.53
Daniel Vogelbach,27,39,"MLB-NL,MLB-AL","Milwaukee,Toronto,Seattle",39,136,115,16,24,3,0,6,16,20,1,33,1,0,0,3,0,0,0.209,0.331,0.391,0.722
Stephen Vogt,35,41,MLB-NL,Arizona,26,81,72,6,12,5,0,1,7,8,0,18,0,0,1,1,0,0,0.16699999999999998,0.247,0.278,0.525
Luke Voit,29,39,MLB-AL,New York,56,234,213,41,59,5,0,22,52,17,0,54,3,0,1,4,0,0,0.27699999999999997,0.33799999999999997,0.61,0.948
Joey Votto,36,39,MLB-NL,Cincinnati,54,223,186,32,42,8,0,11,22,37,1,43,0,0,0,5,0,0,0.226,0.354,0.446,0.8
LaMonte Wade Jr,26,41,MLB-AL,Minnesota,16,44,39,3,9,3,0,0,1,4,0,9,1,0,0,0,1,1,0.231,0.318,0.308,0.626
Tyler Wade,25,39,MLB-AL,New York,52,105,88,19,15,3,0,3,10,12,0,22,3,1,1,1,4,1,0.17,0.28800000000000003,0.307,0.595
Christian Walker,29,39,MLB-NL,Arizona,57,243,218,35,59,18,1,7,34,19,0,50,3,0,3,6,1,1,0.271,0.33299999999999996,0.45899999999999996,0.792
Neil Walker,34,58,MLB-NL,Philadelphia,18,41,39,5,9,3,0,0,3,1,0,13,0,0,1,0,0,0,0.231,0.244,0.308,0.552
Chad Wallach,28,39,MLB-NL,Miami,15,48,44,4,10,3,0,1,6,3,0,12,0,1,0,1,0,0,0.22699999999999998,0.27699999999999997,0.364,0.64
Jared Walsh,26,39,MLB-AL,Los Angeles,32,108,99,19,29,4,2,9,26,5,0,15,1,0,3,0,0,0,0.293,0.324,0.6459999999999999,0.971
Donovan Walton,26,52,MLB-AL,Seattle,5,14,13,0,2,1,0,0,3,1,0,5,0,0,0,1,0,1,0.154,0.214,0.231,0.445
Taylor Ward,26,39,MLB-AL,Los Angeles,34,102,94,16,26,6,2,0,5,8,0,28,0,0,0,1,2,0,0.27699999999999997,0.33299999999999996,0.38299999999999995,0.716
Joey Wendle,30,39,MLB-AL,Tampa Bay,50,184,168,24,48,9,2,4,17,10,1,35,5,0,1,1,8,2,0.28600000000000003,0.342,0.435,0.777
Eli White,26,39,MLB-AL,Texas,19,52,48,5,9,2,0,0,3,3,0,16,0,0,1,0,1,1,0.188,0.231,0.22899999999999998,0.46
Evan White,24,39,MLB-AL,Seattle,54,202,182,19,32,7,0,8,26,18,0,84,1,0,1,3,1,2,0.17600000000000002,0.252,0.34600000000000003,0.599
Aaron Whitefield,23,99,MLB-AL,Minnesota,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Matt Wieters,34,41,MLB-NL,St. Louis,19,41,35,3,7,1,0,0,4,3,0,10,2,1,0,1,0,0,0.2,0.3,0.22899999999999998,0.529
Justin Williams,24,46,MLB-NL,St. Louis,3,6,5,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.2,0.33299999999999996,0.2,0.5329999999999999
Mason Williams,28,57,MLB-AL,Baltimore,10,18,18,0,2,0,1,0,0,0,0,9,0,0,0,0,0,1,0.111,0.111,0.222,0.33299999999999996
Jesse Winker,26,39,MLB-NL,Cincinnati,54,183,149,27,38,7,0,12,23,28,0,46,5,0,1,3,1,0,0.255,0.38799999999999996,0.544,0.932
Patrick Wisdom,28,40,MLB-NL,Chicago,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tony Wolters,28,39,MLB-NL,Colorado,42,109,100,10,23,4,0,0,8,6,0,30,1,2,0,1,0,0,0.23,0.28,0.27,0.55
Kolten Wong,29,39,MLB-NL,St. Louis,53,208,181,26,48,4,2,1,16,20,1,30,4,2,1,1,5,2,0.265,0.35,0.326,0.675
Mike Yastrzemski,29,39,MLB-NL,San Francisco,54,225,192,39,57,14,4,10,35,30,2,55,3,0,0,2,2,1,0.297,0.4,0.568,0.968
Christian Yelich,28,39,MLB-NL,Milwaukee,58,247,200,39,41,7,1,12,22,46,2,76,1,0,0,4,4,2,0.205,0.35600000000000004,0.43,0.7859999999999999
Andy Young,26,62,MLB-NL,Arizona,11,34,26,3,5,2,0,1,4,5,0,10,3,0,0,0,0,0,0.192,0.382,0.385,0.767
Bradley Zimmer,27,77,MLB-AL,Cleveland,20,50,37,3,6,0,0,1,3,7,0,14,5,0,1,2,2,1,0.162,0.36,0.243,0.603
Mike Zunino,29,40,MLB-AL,Tampa Bay,28,84,75,8,11,4,0,4,10,6,0,37,3,0,0,0,0,0,0.147,0.23800000000000002,0.36,0.598
